player_name,team,position,price,minutes_pg,p_goal,p_assist,p_sot2,attack_pts,dc_pts,cs_pts,bonus_pts,def_actions_pg,fantasy_pts,xpts_rot,p_start,is_pen_taker,value,availability,injured,doubtful,chance_of_playing,fpl_matched,next_fixtures,avg_fdr,fixtures_available,fixture_adj_pts,n_fixtures_next,total_xpts_next,total_xpts_rot,overall_rank,pos_rank,captain_pick
Luke O'Nien,Sunderland,DEF,4.0,72.6,0.048,0.04,0.027,0.42,0.963,0.633,0.382,4.571428571428571,4.398,2.771,0.63,False,1.1,available,False,False,,True,IPS(A2) · FUL(H2) · BRE(A3) · ARS(H4) · MCI(A5),3.2,True,4.398,5,21.99,13.86,145,82,False
Keane Lewis-Potter,Brentford,MID,5.5,89.8,0.055,0.048,0.03,0.43,1.346,0.234,0.378,5.7,4.388,4.388,1.0,False,0.798,available,False,False,,True,TOT(H3) · LEE(A3) · SUN(H2) · BOU(A3) · CHE(H4),3.0,True,4.388,5,21.94,21.94,146,54,False
James Maddison,Spurs,MID,6.5,61.8,0.104,0.127,0.051,0.922,0.859,0.187,0.408,4.3,4.376,2.1,0.48,True,0.673,available,False,False,,True,BRE(A3) · NEW(H2) · NFO(A3) · EVE(H3) · AVL(H3),2.8,True,4.376,5,21.88,10.5,147,55,False
Kevin Schade,Brentford,MID,6.0,72.0,0.08,0.054,0.039,0.581,1.154,0.234,0.382,5.1000000000000005,4.351,3.655,0.84,True,0.725,available,False,False,,True,TOT(H3) · LEE(A3) · SUN(H2) · BOU(A3) · CHE(H4),3.0,True,4.351,5,21.76,18.27,148,56,False
Igor Jesus,Nott'm Forest,FWD,6.0,64.8,0.159,0.061,0.096,0.861,1.089,0.0,0.384,3.888888888888889,4.334,3.597,0.83,False,0.722,available,False,False,,True,LEE(H2) · LIV(A4) · TOT(H3) · AVL(A4) · COV(H2),3.0,True,4.334,5,21.67,17.98,149,11,False
Trevoh Chalobah,Chelsea,DEF,5.5,75.2,0.047,0.037,0.026,0.406,0.859,0.688,0.377,4.3,4.33,3.464,0.8,False,0.787,available,False,False,,True,FUL(A3) · BHA(H2) · ARS(A5) · HUL(H2) · BRE(A3),3.0,True,4.33,5,21.65,17.32,150,83,False
Kalvin Phillips,Man City,MID,5.0,87.2,0.046,0.041,0.028,0.367,1.403,0.187,0.366,5.9,4.323,4.02,0.93,False,0.865,available,False,False,,True,BOU(H3) · CRY(A3) · COV(H2) · MUN(A4) · SUN(H2),2.8,True,4.323,5,21.62,20.1,151,57,False
Alexander Isak,Liverpool,FWD,9.0,70.2,0.336,0.091,0.3,1.752,0.068,0.0,0.499,1.2000000000000002,4.319,3.239,0.75,True,0.48,available,False,False,,True,NEW(A3) · NFO(H3) · IPS(A2) · FUL(H2) · BOU(A3),2.6,True,4.319,5,21.6,16.2,152,12,False
William Osula,Newcastle,FWD,6.0,76.0,0.18,0.053,0.081,0.916,1.012,0.0,0.389,3.7,4.317,3.885,0.9,False,0.72,available,False,False,,True,LIV(H4) · TOT(A3) · BOU(H3) · LEE(A3) · HUL(H2),3.0,True,4.317,5,21.58,19.42,153,13,False
Issa Diop,Ipswich Town,DEF,4.0,78.4,0.045,0.037,0.026,0.392,0.898,0.633,0.37,4.4,4.293,3.22,0.75,False,1.073,available,False,False,,True,SUN(H2) · MUN(A4) · LIV(H4) · CRY(A3) · EVE(A3),3.2,True,4.293,5,21.46,16.1,154,84,False
Kasey McAteer,Ipswich Town,MID,4.5,75.0,0.062,0.05,0.038,0.478,1.285,0.158,0.367,5.5,4.288,2.959,0.69,False,0.953,available,False,False,,True,SUN(H2) · MUN(A4) · LIV(H4) · CRY(A3) · EVE(A3),3.2,True,4.288,5,21.44,14.8,155,58,False
Daichi Kamada,Crystal Palace,MID,5.0,66.0,0.059,0.073,0.031,0.531,1.188,0.172,0.366,5.199999999999999,4.257,2.98,0.7,False,0.851,available,False,False,,True,EVE(A3) · MCI(H4) · FUL(A3) · IPS(H2) · LEE(A3),3.0,True,4.257,5,21.28,14.9,156,59,False
Tyrone Mings,Aston Villa,DEF,4.5,90.0,0.044,0.033,0.026,0.374,0.82,0.688,0.366,4.2,4.248,4.248,1.0,False,0.944,available,False,False,,True,BHA(A3) · ARS(H4) · HUL(A2) · NFO(H3) · TOT(A3),3.0,True,4.248,5,21.24,21.24,157,85,False
Tyler Fredricson,Man Utd,DEF,4.0,90.0,0.042,0.037,0.026,0.374,0.742,0.748,0.368,4.0,4.232,3.724,0.88,False,1.058,available,False,False,,True,HUL(A2) · IPS(H2) · EVE(A3) · MCI(H4) · FUL(A3),2.8,True,4.232,5,21.16,18.62,158,86,False
Rayan,Bournemouth,MID,6.5,70.0,0.1,0.06,0.076,0.713,0.998,0.134,0.377,4.666666666666667,4.222,3.504,0.83,False,0.65,available,False,False,,True,MCI(A5) · EVE(H3) · NEW(A3) · BRE(H3) · LIV(H4),3.6,True,4.222,5,21.11,17.52,159,60,False
Brenden Aaronson,Leeds,MID,5.5,60.6,0.06,0.086,0.036,0.578,1.084,0.187,0.365,4.9,4.214,3.54,0.84,False,0.766,available,False,False,,True,NFO(A3) · BRE(H3) · BHA(A3) · NEW(H2) · CRY(H3),2.8,True,4.214,5,21.07,17.7,160,61,False
Brennan Johnson,Crystal Palace,MID,6.0,76.4,0.131,0.093,0.064,0.961,0.664,0.172,0.393,3.8000000000000003,4.19,3.98,0.95,True,0.698,available,False,False,,True,EVE(A3) · MCI(H4) · FUL(A3) · IPS(H2) · LEE(A3),3.0,True,4.19,5,20.95,19.9,161,62,False
Ben Johnson,Ipswich Town,DEF,4.0,79.2,0.045,0.045,0.027,0.417,0.703,0.633,0.353,3.9,4.106,3.572,0.87,False,1.026,available,False,False,,True,SUN(H2) · MUN(A4) · LIV(H4) · CRY(A3) · EVE(A3),3.2,True,4.106,5,20.53,17.86,162,87,False
Adam Smith,Bournemouth,DEF,4.5,69.4,0.042,0.044,0.026,0.396,0.82,0.535,0.346,4.2,4.097,3.196,0.78,False,0.91,available,False,False,,True,MCI(A5) · EVE(H3) · NEW(A3) · BRE(H3) · LIV(H4),3.6,True,4.097,5,20.49,15.98,163,88,False
Mason Mount,Man Utd,MID,5.5,60.2,0.053,0.043,0.03,0.406,1.154,0.187,0.339,5.1,4.086,2.778,0.68,False,0.743,available,False,False,,True,HUL(A2) · IPS(H2) · EVE(A3) · MCI(H4) · FUL(A3),2.8,True,4.086,5,20.43,13.89,164,63,False
Sandro Tonali,Spurs,MID,5.5,89.0,0.068,0.07,0.036,0.564,0.974,0.187,0.349,4.6,4.074,4.074,1.0,False,0.741,available,False,False,,True,BRE(A3) · NEW(H2) · NFO(A3) · EVE(H3) · AVL(H3),2.8,True,4.074,5,20.37,20.37,165,64,False
Myles Lewis-Skelly,Arsenal,MID,5.5,61.4,0.05,0.049,0.029,0.412,1.154,0.158,0.335,5.1000000000000005,4.059,2.679,0.66,False,0.738,available,False,False,,True,COV(H2) · AVL(A4) · CHE(H4) · SUN(A3) · BHA(A3),3.2,True,4.059,5,20.3,13.4,166,65,False
Rodrigo,Man City,MID,6.5,59.4,0.192,0.055,0.112,1.178,1.188,0.187,0.505,5.199999999999999,4.058,0.0,0.0,False,0.624,injured,True,False,0.0,True,BOU(H3) · CRY(A3) · COV(H2) · MUN(A4) · SUN(H2),2.8,True,4.058,5,20.29,0.0,167,66,False
Boubacar Kamara,Aston Villa,MID,5.0,88.4,0.054,0.046,0.031,0.422,1.119,0.172,0.335,5.0,4.048,2.874,0.71,False,0.81,doubtful,False,True,75.0,True,BHA(A3) · ARS(H4) · HUL(A2) · NFO(H3) · TOT(A3),3.0,True,4.048,5,20.24,14.37,168,67,False
Adam Wharton,Crystal Palace,MID,5.5,69.0,0.062,0.085,0.034,0.58,0.936,0.172,0.345,4.5,4.033,1.694,0.42,False,0.733,doubtful,False,True,75.0,True,EVE(A3) · MCI(H4) · FUL(A3) · IPS(H2) · LEE(A3),3.0,True,4.033,5,20.17,8.47,169,68,False
Lewis Cook,Bournemouth,MID,5.0,63.2,0.045,0.045,0.028,0.376,1.188,0.134,0.328,5.2,4.026,2.577,0.64,False,0.805,available,False,False,,True,MCI(A5) · EVE(H3) · NEW(A3) · BRE(H3) · LIV(H4),3.6,True,4.026,5,20.13,12.88,170,69,False
Ismaïla Sarr,Crystal Palace,MID,6.5,68.8,0.177,0.066,0.143,1.149,0.305,0.172,0.395,2.8,4.021,2.332,0.58,True,0.619,available,False,False,,True,EVE(A3) · MCI(H4) · FUL(A3) · IPS(H2) · LEE(A3),3.0,True,4.021,5,20.1,11.66,171,70,False
Sander Berge,Fulham,MID,5.0,78.6,0.056,0.054,0.03,0.454,1.047,0.134,0.327,4.8,3.962,3.962,1.0,False,0.792,available,False,False,,True,CHE(H4) · SUN(A3) · CRY(H3) · LIV(A4) · MUN(H4),3.6,True,3.962,5,19.81,19.81,172,71,False
Luke Woolfenden,Coventry City,DEF,4.0,72.0,0.042,0.035,0.026,0.367,0.664,0.582,0.33,3.8,3.943,2.642,0.67,False,0.986,available,False,False,,True,ARS(A5) · HUL(H2) · MCI(A5) · BHA(H2) · NFO(A3),3.4,True,3.943,5,19.72,13.21,173,89,False
Lucas Digne,Aston Villa,DEF,4.5,58.8,0.045,0.066,0.027,0.48,1.316,0.688,0.449,5.6,3.933,2.478,0.63,False,0.874,available,False,False,,True,BHA(A3) · ARS(H4) · HUL(A2) · NFO(H3) · TOT(A3),3.0,True,3.933,5,19.66,12.39,174,90,False
Morato,Nott'm Forest,DEF,5.0,64.2,0.042,0.036,0.026,0.374,0.512,0.688,0.332,3.4,3.906,2.344,0.6,False,0.781,available,False,False,,True,LEE(H2) · LIV(A4) · TOT(H3) · AVL(A4) · COV(H2),3.0,True,3.906,5,19.53,11.72,175,91,False
Bryan Mbeumo,Man Utd,MID,8.0,66.2,0.133,0.082,0.056,0.937,0.404,0.187,0.359,3.1,3.887,3.071,0.79,True,0.486,available,False,False,,True,HUL(A2) · IPS(H2) · EVE(A3) · MCI(H4) · FUL(A3),2.8,True,3.887,5,19.43,15.36,176,72,False
Ian Maatsen,Aston Villa,DEF,4.5,52.0,0.044,0.042,0.026,0.401,1.316,0.688,0.434,5.6,3.839,2.419,0.63,False,0.853,available,False,False,,True,BHA(A3) · ARS(H4) · HUL(A2) · NFO(H3) · TOT(A3),3.0,True,3.839,5,19.2,12.1,177,92,False
Tetê,Fulham,DEF,4.5,51.0,0.109,0.059,0.067,0.864,0.974,0.535,0.447,4.6,3.82,2.636,0.69,False,0.849,available,False,False,,True,CHE(H4) · SUN(A3) · CRY(H3) · LIV(A4) · MUN(H4),3.6,True,3.82,5,19.1,13.18,178,93,False
Chris Rigg,Sunderland,MID,5.0,74.0,0.065,0.062,0.037,0.53,0.807,0.158,0.318,4.166666666666666,3.813,3.813,1.0,False,0.763,available,False,False,,True,IPS(A2) · FUL(H2) · BRE(A3) · ARS(H4) · MCI(A5),3.2,True,3.813,5,19.07,19.07,179,73,False
Dilane Bakwa,Nott'm Forest,MID,5.5,70.4,0.102,0.073,0.047,0.751,0.549,0.172,0.336,3.5,3.808,3.808,1.0,False,0.692,available,False,False,,True,LEE(H2) · LIV(A4) · TOT(H3) · AVL(A4) · COV(H2),3.0,True,3.808,5,19.04,19.04,180,74,False
John McGinn,Aston Villa,MID,5.5,83.6,0.08,0.097,0.044,0.714,0.587,0.172,0.333,3.6,3.806,3.806,1.0,True,0.692,available,False,False,,True,BHA(A3) · ARS(H4) · HUL(A2) · NFO(H3) · TOT(A3),3.0,True,3.806,5,19.03,19.03,181,75,False
Lewis Miley,Newcastle,MID,5.5,66.4,0.044,0.04,0.026,0.352,0.974,0.172,0.303,4.6,3.801,0.0,0.0,False,0.691,injured,True,False,0.0,True,LIV(H4) · TOT(A3) · BOU(H3) · LEE(A3) · HUL(H2),3.0,True,3.801,5,19.01,0.0,182,76,False
Wes Burns,Ipswich Town,MID,5.0,65.8,0.044,0.041,0.027,0.355,0.974,0.158,0.302,4.6000000000000005,3.789,2.918,0.77,False,0.758,available,False,False,,True,SUN(H2) · MUN(A4) · LIV(H4) · CRY(A3) · EVE(A3),3.2,True,3.789,5,18.94,14.59,183,77,False
Tim Iroegbunam,Everton,MID,5.0,58.6,0.048,0.046,0.029,0.389,1.764,0.172,0.447,7.699999999999999,3.772,2.225,0.59,False,0.754,available,False,False,,True,CRY(H3) · BOU(A3) · MUN(H4) · TOT(A3) · IPS(H2),3.0,True,3.772,5,18.86,11.12,184,78,False
Reece James,Chelsea,DEF,5.5,77.4,0.046,0.053,0.027,0.449,0.305,0.688,0.319,2.8,3.761,2.821,0.75,False,0.684,available,False,False,,True,FUL(A3) · BHA(H2) · ARS(A5) · HUL(H2) · BRE(A3),3.0,True,3.761,5,18.8,14.1,185,94,False
Dan Ndoye,Nott'm Forest,MID,5.5,78.4,0.153,0.066,0.107,1.014,0.218,0.172,0.351,2.5,3.755,1.802,0.48,False,0.683,available,False,False,,True,LEE(H2) · LIV(A4) · TOT(H3) · AVL(A4) · COV(H2),3.0,True,3.755,5,18.77,9.01,186,79,False
Emile Smith Rowe,Fulham,MID,5.5,69.0,0.065,0.062,0.034,0.528,0.781,0.134,0.311,4.1,3.754,3.341,0.89,False,0.683,available,False,False,,True,CHE(H4) · SUN(A3) · CRY(H3) · LIV(A4) · MUN(H4),3.6,True,3.754,5,18.77,16.71,187,80,False
Danny Welbeck,Brighton,FWD,6.0,61.6,0.18,0.087,0.128,1.039,0.361,0.0,0.352,2.2,3.752,2.964,0.79,True,0.625,available,False,False,,True,AVL(H3) · CHE(A4) · LEE(H2) · COV(A2) · ARS(H4),3.0,True,3.752,5,18.76,14.82,188,14,False
Dejan Kulusevski,Spurs,MID,6.5,48.2,0.114,0.108,0.067,0.924,1.188,0.187,0.45,5.2,3.749,0.0,0.0,False,0.577,injured,True,False,0.0,True,BRE(A3) · NEW(H2) · NFO(A3) · EVE(H3) · AVL(H3),2.8,True,3.749,5,18.74,0.0,189,81,False
Riccardo Calafiori,Arsenal,DEF,5.5,61.4,0.055,0.057,0.029,0.516,0.274,0.633,0.318,2.7,3.741,2.993,0.8,False,0.68,available,False,False,,True,COV(H2) · AVL(A4) · CHE(H4) · SUN(A3) · BHA(A3),3.2,True,3.741,5,18.71,14.96,190,95,False
Evann Guessand,Aston Villa,MID,5.5,61.8,0.108,0.059,0.061,0.745,0.487,0.172,0.329,3.3333333333333335,3.733,3.285,0.88,False,0.679,available,False,False,,True,BHA(A3) · ARS(H4) · HUL(A2) · NFO(H3) · TOT(A3),3.0,True,3.733,5,18.66,16.42,191,82,False
Lamare Bogarde,Aston Villa,MID,5.0,61.8,0.042,0.036,0.026,0.329,0.936,0.172,0.294,4.5,3.731,2.239,0.6,False,0.746,available,False,False,,True,BHA(A3) · ARS(H4) · HUL(A2) · NFO(H3) · TOT(A3),3.0,True,3.731,5,18.66,11.2,192,83,False
Cristhian Mosquera,Arsenal,DEF,5.5,47.0,0.043,0.04,0.026,0.391,1.285,0.633,0.418,5.5,3.727,1.528,0.41,False,0.678,available,False,False,,True,COV(H2) · AVL(A4) · CHE(H4) · SUN(A3) · BHA(A3),3.2,True,3.727,5,18.63,7.64,193,96,False
Patrick Dorgu,Man Utd,MID,6.0,46.0,0.054,0.047,0.031,0.427,1.672,0.187,0.431,7.1000000000000005,3.717,0.892,0.24,False,0.62,available,False,False,,True,HUL(A2) · IPS(H2) · EVE(A3) · MCI(H4) · FUL(A3),2.8,True,3.717,5,18.58,4.46,194,84,False
Dwight McNeil,Everton,MID,5.5,81.0,0.059,0.061,0.033,0.495,0.742,0.172,0.306,4.0,3.715,3.715,1.0,False,0.675,available,False,False,,True,CRY(H3) · BOU(A3) · MUN(H4) · TOT(A3) · IPS(H2),3.0,True,3.715,5,18.58,18.58,195,85,False
Jack Hinshelwood,Brighton,MID,6.0,84.4,0.138,0.062,0.074,0.908,0.245,0.172,0.331,2.6,3.656,3.656,1.0,False,0.609,available,False,False,,True,AVL(H3) · CHE(A4) · LEE(H2) · COV(A2) · ARS(H4),3.0,True,3.656,5,18.28,18.28,196,86,False
Noah Okafor,Leeds,MID,6.0,48.0,0.241,0.103,0.153,1.583,0.369,0.187,0.493,3.0,3.632,2.397,0.66,False,0.605,available,False,False,,True,NFO(A3) · BRE(H3) · BHA(A3) · NEW(H2) · CRY(H3),2.8,True,3.632,5,18.16,11.98,197,87,False
Tosin Adarabioyo,Chelsea,DEF,4.5,49.6,0.042,0.035,0.026,0.368,1.154,0.688,0.405,5.1,3.615,1.301,0.36,False,0.803,available,False,False,,True,FUL(A3) · BHA(H2) · ARS(A5) · HUL(H2) · BRE(A3),3.0,True,3.615,5,18.08,6.5,198,97,False
Will Hughes,Crystal Palace,MID,4.5,64.4,0.048,0.047,0.029,0.393,0.742,0.172,0.285,4.0,3.592,3.592,1.0,False,0.798,available,False,False,,True,EVE(A3) · MCI(H4) · FUL(A3) · IPS(H2) · LEE(A3),3.0,True,3.592,5,17.96,17.96,199,88,False
Victor Lindelöf,Aston Villa,DEF,4.5,77.8,0.042,0.034,0.025,0.364,0.245,0.688,0.295,2.6,3.592,3.592,1.0,False,0.798,available,False,False,,True,BHA(A3) · ARS(H4) · HUL(A2) · NFO(H3) · TOT(A3),3.0,True,3.592,5,17.96,17.96,200,98,False
Omar Marmoush,Man City,FWD,7.0,52.4,0.243,0.087,0.108,1.283,0.839,0.0,0.459,3.3,3.581,2.005,0.56,False,0.512,available,False,False,,True,BOU(H3) · CRY(A3) · COV(H2) · MUN(A4) · SUN(H2),2.8,True,3.581,5,17.9,10.02,201,15,False
Jørgen Strand Larsen,Crystal Palace,FWD,6.0,48.2,0.174,0.08,0.099,0.981,1.133,0.0,0.415,4.0,3.529,2.364,0.67,False,0.588,available,False,False,,True,EVE(A3) · MCI(H4) · FUL(A3) · IPS(H2) · LEE(A3),3.0,True,3.529,5,17.64,11.82,202,16,False
Caoimhin Kelleher,Brentford,GKP,5.0,90.0,0.036,0.031,0.025,0.318,0.0,0.935,0.23,0.4,3.483,3.483,1.0,False,0.697,available,False,False,,True,TOT(H3) · LEE(A3) · SUN(H2) · BOU(A3) · CHE(H4),3.0,True,3.483,5,17.42,17.42,203,1,False
Jeremie Frimpong,Liverpool,DEF,5.5,56.8,0.067,0.083,0.033,0.666,0.57,0.814,0.413,3.5555555555555554,3.463,2.286,0.66,False,0.63,available,False,False,,True,NEW(A3) · NFO(H3) · IPS(A2) · FUL(H2) · BOU(A3),2.6,True,3.463,5,17.32,11.43,204,99,False
Pau Torres,Aston Villa,DEF,4.5,90.0,0.043,0.035,0.026,0.374,0.124,0.688,0.274,2.1,3.46,3.46,1.0,False,0.769,available,False,False,,True,BHA(A3) · ARS(H4) · HUL(A2) · NFO(H3) · TOT(A3),3.0,True,3.46,5,17.3,17.3,205,100,False
Wilson Odobert,Spurs,MID,5.5,71.2,0.096,0.054,0.061,0.67,0.305,0.187,0.293,2.8,3.455,0.0,0.0,False,0.628,injured,True,False,0.0,True,BRE(A3) · NEW(H2) · NFO(A3) · EVE(H3) · AVL(H3),2.8,True,3.455,5,17.27,0.0,206,89,False
Borna Sosa,Crystal Palace,DEF,4.5,76.2,0.041,0.039,0.026,0.378,0.105,0.688,0.271,2.0,3.442,3.029,0.88,False,0.765,available,False,False,,True,EVE(A3) · MCI(H4) · FUL(A3) · IPS(H2) · LEE(A3),3.0,True,3.442,5,17.21,15.14,207,101,False
Rio Ngumoha,Liverpool,MID,6.0,51.8,0.109,0.098,0.079,0.877,0.936,0.204,0.414,4.5,3.431,2.024,0.59,False,0.572,available,False,False,,True,NEW(A3) · NFO(H3) · IPS(A2) · FUL(H2) · BOU(A3),2.6,True,3.431,5,17.16,10.12,208,90,False
Kai Havertz,Arsenal,FWD,7.5,54.8,0.242,0.092,0.108,1.292,0.661,0.0,0.443,2.9,3.396,2.615,0.77,True,0.453,available,False,False,,True,COV(H2) · AVL(A4) · CHE(H4) · SUN(A3) · BHA(A3),3.2,True,3.396,5,16.98,13.08,209,17,False
Archie Gray,Spurs,MID,5.0,83.0,0.046,0.045,0.028,0.38,0.549,0.187,0.263,3.5,3.379,3.379,1.0,False,0.676,available,False,False,,True,BRE(A3) · NEW(H2) · NFO(A3) · EVE(H3) · AVL(H3),2.8,True,3.379,5,16.9,16.9,210,91,False
Giorgi Mamardashvili,Liverpool,GKP,5.0,83.6,0.036,0.032,0.025,0.321,0.0,0.814,0.229,0.8,3.364,3.364,1.0,False,0.673,available,False,False,,True,NEW(A3) · NFO(H3) · IPS(A2) · FUL(H2) · BOU(A3),2.6,True,3.364,5,16.82,16.82,211,2,False
Liam Delap,Chelsea,FWD,5.5,61.8,0.136,0.051,0.061,0.724,0.361,0.0,0.274,2.2,3.359,1.78,0.53,True,0.611,available,False,False,,True,FUL(A3) · BHA(H2) · ARS(A5) · HUL(H2) · BRE(A3),3.0,True,3.359,5,16.8,8.9,212,18,False
Benjamin Šeško,Man Utd,FWD,7.0,58.4,0.268,0.066,0.131,1.327,0.578,0.0,0.45,2.7142857142857144,3.355,1.577,0.47,False,0.479,doubtful,False,True,75.0,True,HUL(A2) · IPS(H2) · EVE(A3) · MCI(H4) · FUL(A3),2.8,True,3.355,5,16.77,7.88,213,19,False
Alex Murphy,Newcastle,DEF,4.0,81.6,0.046,0.045,0.027,0.423,0.007,0.688,0.235,1.0,3.353,2.548,0.76,False,0.838,available,False,False,,True,LIV(H4) · TOT(A3) · BOU(H3) · LEE(A3) · HUL(H2),3.0,True,3.353,5,16.76,12.74,214,102,False
Tyler Adams,Bournemouth,MID,5.0,49.6,0.046,0.046,0.028,0.379,1.456,0.134,0.369,6.1,3.338,1.369,0.41,False,0.668,available,False,False,,True,MCI(A5) · EVE(H3) · NEW(A3) · BRE(H3) · LIV(H4),3.6,True,3.338,5,16.69,6.84,215,92,False
Freddie Woodman,Liverpool,GKP,4.0,78.4,0.036,0.031,0.025,0.317,0.0,0.814,0.207,0.3333333333333333,3.338,2.27,0.68,False,0.834,available,False,False,,True,NEW(A3) · NFO(H3) · IPS(A2) · FUL(H2) · BOU(A3),2.6,True,3.338,5,16.69,11.35,216,3,False
Merlin Röhl,Everton,MID,5.0,58.2,0.06,0.046,0.031,0.45,1.316,0.172,0.367,5.6,3.305,2.181,0.66,False,0.661,available,False,False,,True,CRY(H3) · BOU(A3) · MUN(H4) · TOT(A3) · IPS(H2),3.0,True,3.305,5,16.53,10.9,217,93,False
James Trafford,Man City,GKP,5.0,90.0,0.036,0.031,0.025,0.319,0.0,0.748,0.213,0.7,3.28,2.886,0.88,False,0.656,available,False,False,,True,BOU(H3) · CRY(A3) · COV(H2) · MUN(A4) · SUN(H2),2.8,True,3.28,5,16.4,14.43,218,4,False
Chemsdine Talbi,Sunderland,MID,5.5,74.0,0.136,0.051,0.068,0.863,0.007,0.158,0.248,1.0,3.276,2.555,0.78,False,0.596,available,False,False,,True,IPS(A2) · FUL(H2) · BRE(A3) · ARS(H4) · MCI(A5),3.2,True,3.276,5,16.38,12.78,219,94,False
Karl Darlow,Man Utd,GKP,4.5,90.0,0.036,0.031,0.025,0.317,0.0,0.748,0.208,0.6,3.273,2.455,0.75,False,0.727,doubtful,False,True,75.0,True,HUL(A2) · IPS(H2) · EVE(A3) · MCI(H4) · FUL(A3),2.8,True,3.273,5,16.37,12.28,220,5,False
Antonín Kinský,Spurs,GKP,4.5,90.0,0.036,0.031,0.025,0.319,0.0,0.748,0.204,0.5,3.271,3.271,1.0,False,0.727,available,False,False,,True,BRE(A3) · NEW(H2) · NFO(A3) · EVE(H3) · AVL(H3),2.8,True,3.271,5,16.36,16.36,221,6,False
Guglielmo Vicario,Spurs,GKP,4.5,90.0,0.036,0.031,0.025,0.319,0.0,0.748,0.204,0.5,3.271,3.271,1.0,False,0.727,available,False,False,,True,BRE(A3) · NEW(H2) · NFO(A3) · EVE(H3) · AVL(H3),2.8,True,3.271,5,16.36,16.36,222,7,False
Martin Dúbravka,Spurs,GKP,4.0,90.0,0.036,0.031,0.025,0.317,0.0,0.748,0.204,0.5,3.269,3.269,1.0,False,0.817,available,False,False,,True,BRE(A3) · NEW(H2) · NFO(A3) · EVE(H3) · AVL(H3),2.8,True,3.269,5,16.34,16.34,223,8,False
Senne Lammens,Man Utd,GKP,5.0,90.0,0.036,0.031,0.025,0.317,0.0,0.748,0.201,0.4444444444444444,3.266,3.266,1.0,False,0.653,available,False,False,,True,HUL(A2) · IPS(H2) · EVE(A3) · MCI(H4) · FUL(A3),2.8,True,3.266,5,16.33,16.33,224,9,False
Jacob Ramsey,Newcastle,MID,5.0,57.4,0.063,0.069,0.033,0.538,1.188,0.172,0.367,5.199999999999999,3.265,2.155,0.66,False,0.653,available,False,False,,True,LIV(H4) · TOT(A3) · BOU(H3) · LEE(A3) · HUL(H2),3.0,True,3.265,5,16.32,10.77,225,95,False
Altay Bayındır,Man Utd,GKP,4.5,90.0,0.036,0.031,0.025,0.318,0.0,0.748,0.197,0.3333333333333333,3.263,3.263,1.0,False,0.725,available,False,False,,True,HUL(A2) · IPS(H2) · EVE(A3) · MCI(H4) · FUL(A3),2.8,True,3.263,5,16.31,16.31,226,10,False
Gianluigi Donnarumma,Man City,GKP,5.5,90.0,0.036,0.031,0.025,0.317,0.0,0.748,0.197,0.3333333333333333,3.262,3.262,1.0,False,0.593,available,False,False,,True,BOU(H3) · CRY(A3) · COV(H2) · MUN(A4) · SUN(H2),2.8,True,3.262,5,16.31,16.31,227,11,False
Nathan Patterson,Everton,DEF,4.5,46.8,0.044,0.045,0.026,0.41,0.781,0.688,0.369,4.1,3.248,1.202,0.37,False,0.722,available,False,False,,True,CRY(H3) · BOU(A3) · MUN(H4) · TOT(A3) · IPS(H2),3.0,True,3.248,5,16.24,6.01,228,103,False
Dean Henderson,Crystal Palace,GKP,5.0,90.0,0.036,0.031,0.025,0.318,0.0,0.688,0.203,0.7,3.209,3.209,1.0,False,0.642,available,False,False,,True,EVE(A3) · MCI(H4) · FUL(A3) · IPS(H2) · LEE(A3),3.0,True,3.209,5,16.05,16.05,229,12,False
Mark Travers,Everton,GKP,5.0,90.0,0.036,0.031,0.025,0.317,0.0,0.688,0.198,0.6,3.203,3.203,1.0,False,0.641,available,False,False,,True,CRY(H3) · BOU(A3) · MUN(H4) · TOT(A3) · IPS(H2),3.0,True,3.203,5,16.02,16.02,230,13,False
Loum Tchaouna,Coventry City,MID,5.5,70.0,0.088,0.079,0.049,0.698,0.105,0.145,0.255,2.0,3.203,2.274,0.71,False,0.582,available,False,False,,True,ARS(A5) · HUL(H2) · MCI(A5) · BHA(H2) · NFO(A3),3.4,True,3.203,5,16.02,11.37,231,96,False
Bart Verbruggen,Brighton,GKP,4.5,90.0,0.036,0.031,0.025,0.319,0.0,0.688,0.194,0.5,3.201,3.201,1.0,False,0.711,available,False,False,,True,AVL(H3) · CHE(A4) · LEE(H2) · COV(A2) · ARS(H4),3.0,True,3.201,5,16.0,16.0,232,14,False
Tijjani Reijnders,Man City,MID,6.0,69.0,0.103,0.074,0.067,0.767,0.007,0.187,0.234,1.0,3.195,2.173,0.68,False,0.532,available,False,False,,True,BOU(H3) · CRY(A3) · COV(H2) · MUN(A4) · SUN(H2),2.8,True,3.195,5,15.98,10.86,233,97,False
Nick Pope,Newcastle,GKP,5.0,90.0,0.036,0.031,0.025,0.318,0.0,0.688,0.185,0.3,3.191,3.191,1.0,False,0.638,available,False,False,,True,LIV(H4) · TOT(A3) · BOU(H3) · LEE(A3) · HUL(H2),3.0,True,3.191,5,15.95,15.95,234,15,False
